title,text,subject,date
Sudan's Bashir visits Darfur ahead of U.S. sanctions decision,"KHARTOUM (Reuters) - Sudanese President Omar al-Bashir visited the war-torn Darfur region on Tuesday in an effort to show his country is ready to have 20-year-old sanctions lifted by the United States just weeks before Washington is expected to issue a decision. In July the Trump administration postponed for three months the decision to permanently lift sanctions, setting Oct. 12 as a deadline for Sudan to meet conditions, including resolving conflicts and stepping up its humanitarian efforts.   Conflict in Darfur began in 2003 when mainly non-Arab tribes took up arms against Sudan s Arab-led government. A joint African Union-U.N. peacekeeping operation, known as UNAMID, has been on the ground for the past decade. Fighting between the army and rebels in the southern Kordofan and Blue Nile regions also broke out again in 2011, when South Sudan declared independence. Sudan had announced short-term truces in these regions in June and October 2016, after which fighting eased in Blue Nile and Kordofan but carried on in Darfur. Bashir has extended a ceasefire in response to the U.S. moves.  After security and stability, comes development,  Bashir said in a speech. He said Darfur s security has begun recovering and insisted that arms will only be in the hands of state forces.  Just before leaving office, former U.S. President Barack Obama temporarily eased penalties against Sudan, suspending a trade embargo, unfreezing assets and removing sanctions.  His decision was delayed for six months to allow Sudan time to meet the conditions which also included cooperating with the U.S. to fight terrorism and improving its rights record. Gabriel Belal, the spokesman of the Justice and Equality movement, one of the main rebel groups in Darfur, criticized Bashir s two-day visit, saying it aimed to give a wrong image to the international community that the war was over.   Bashir s visit is not welcomed by the people of Darfur because he personally issued direct orders for ethnic cleansing,  Belal said.   Security, humanitarian and political conditions are tense in Darfur and there s no prospect for a political resolution.      ",worldnews,"September 19, 2017 "
Red Cross says staff member killed in South Sudan ambush,"JUBA (Reuters) - The International Committee of the Red Cross (ICRC) said on Saturday one of its drivers was shot dead when a convoy of their vehicles was ambushed in South Sudan s Western Equatoria State. The ICRC said Lukudu Kennedy Laki Emmanuel was killed when the convoy of nine trucks and a four-wheel-drive vehicle was shot at by unidentified gunmen while returning from Western Equatoria on Friday.  We are shaken and distraught by the killing of our colleague who was traveling in a convoy of vehicles which were clearly marked with the Red Cross emblem,  Fran ois Stamm, ICRC s head of delegation in Juba, said in a statement. The Western Equatoria region borders Central African Republic and the Democratic Republic of Congo. South Sudan  became independent from neighboring Sudan in 2011 following decades of conflict. The new nation slid into civil war less than two years later, after President Salva Kiir fired his deputy, Riek Machar.       The conflict has often followed along ethnic lines, killing tens of thousands and forcing nearly a third of the population of 12 million to flee their homes, with Uganda alone hosting 1 million South Sudanese refugees. South Sudan also continues to be one of the most dangerous places for aid workers.  Since the conflict began in December 2013, at least 82 aid workers have been killed, including 17 in 2017 - most of them South Sudanese, according to the United Nations Office for the Coordination of Humanitarian Affairs (UN OCHA).   Since January, 27 security-related incidents have forced the relocation of some 300 aid workers. These incidents signify a worsening operating environment for humanitarians in South Sudan,  the UN OCHA said in a statement on Friday. ",worldnews,"September 9, 2017 "
Spanish prosecutor accuses sacked Catalan leader of rebellion,"BARCELONA/MADRID (Reuters) - Spain s state prosecutor accused sacked Catalan leader Carles Puigdemont on Monday of rebellion and sedition as the former regional president traveled to Belgium with other members of his ousted administration and hired a lawyer there. As Madrid began direct rule of Catalonia, Attorney General Jose Manuel Maza called for charges of rebellion, sedition, fraud and misuse of funds to be brought against Catalan leaders who organized an illegal referendum on independence from Spain. The Oct. 1 vote in the prosperous region with its own language and culture has triggered Spain s biggest crisis in decades. On Friday, Spanish Prime Minister Mariano Rajoy dismissed Catalonia s secessionist government, called a regional election for Dec. 21 and said the central government would take direct control. That process began smoothly on Monday as employees ignored calls for civil disobedience and turned up for work, while secessionist parties agreed to stand in the December poll.  A senior Spanish government official said on Monday that Puigdemont had traveled to Belgium. He drove to the French city of Marseilles to catch a flight to Belgium with five other members of his sacked administration, Spanish media reported. Belgian lawyer Paul Bekaert, whose website says he is involved in a human rights organization, said he had taken on Puigdemont as a client but would not confirm whether he was working with him on a political asylum claim.  I can confirm Carles Puigdemont has appointed me as his legal representative, as he is currently in Belgium,  Bekaert told Reuters.  At the moment there are no specific dossiers I am preparing for him.  Bekaert told Belgian broadcaster VTM that Puigdemont had not fled Catalonia, was not hiding and would make a public appearance in Brussels on Tuesday.  After what he described as an hour-long meeting in his office in western Belgium, the lawyer - who quoted his experience with asylum and extradition cases, as well as with Spain - said his client was in high spirits, driven by  strong support among his backers in Catalonia .  Some of the most prominent ousted Catalan leaders, including Puigdemont and Vice President Oriol Junqueras, had said they would not accept their dismissal.  But their respective parties, PdeCat and Esquerra Republicana de Catalunya, said on Monday they would take part in the election called by Rajoy, a tacit acceptance of direct rule from Madrid. The regional parliament canceled a meeting for Tuesday, another signal lawmakers accepted they had been dismissed. A call for widespread civil disobedience from the main civic groups behind the secessionist campaign failed to attract many followers. Public-sector workers such as teachers, firefighters and the police mostly started work as normal on Monday and there was no sign of widespread absenteeism. A trade union, Intersindical-CSC, which had called for a general strike in Catalonia, said on Monday it had canceled it. Other regional leaders did not turn up to their offices, although some of their staff did.  One of 140 senior officials appointed directly by the outgoing government described the situation as  normal  and said he had not yet received any letter of dismissal.  We civil servants want everything to be normal. Things have to carry on. The day-to-day work still has to be done,  he said. Some 200,000 public-sector workers receive salaries paid by the Catalan region, and 100,000 others in the region rely directly on the Madrid government. Hundreds of thousands of supporters of a unified Spain marched on Sunday in one of the biggest shows of force yet by the so-called silent majority that has watched as regional political leaders push for Catalan independence. Two opinion polls showed support for independence may have started to wane. A Sigma Dos survey published in El Mundo showed 33.5 percent of Catalans were in favor of independence, while a Metroscopia poll published by El Pais put that number at 29 percent. That compared with 41.1 percent in July, according to an official survey carried out by the Catalan government. Opponents of secession largely boycotted the Oct. 1 referendum, when participants voted overwhelmingly for independence on a turnout of 43 percent. Spain s interior ministry named a new chief for the regional police on Saturday, who has insisted that the 17,000 officers of the force should remain neutral. The force has already withdrawn protection for dismissed regional government members, who were also left without their official cars. Their portraits were removed from the walls of public buildings. The government s move to impose direct rule received the backing of several influential Catalan business lobbies, which called on firms to stay in the region. The chaos has prompted an exodus of businesses from Catalonia, which contributes about a fifth of Spain s economy, the euro zone s fourth-largest. Credit ratings agency Fitch said on Monday the escalation of tensions in Catalonia significantly worsened the outlook for Spain s economic growth and could prompt negative action on the country s rating. ",worldnews,"October 30, 2017 "
Taiwan president arrives in Hawaii despite Chinese objections,"HONOLULU (Reuters) - Taiwanese President Tsai Ing-wen landed in Honolulu on Saturday en route to the island s diplomatic allies among Pacific nations and set off for a visit to a Pearl Harbor memorial, despite strong objections to the visit from China. China regards self-ruled Taiwan as sovereign territory and regularly calls it the most sensitive and important issue between it and the United States, complaining to Washington about transit stops by Taiwanese presidents. China has not renounced the possible use of force to bring the island under its control. Tsai, who China believes is seeking formal independence for Taiwan, left on Saturday on a week-long trip to three Pacific island allies - Tuvalu, the Solomon Islands and the Marshall Islands - via Honolulu and the U.S. territory of Guam. For her part, Tsai says she wants to maintain peace with China but will defend Taiwan s democracy and security. Earlier this week, the U.S. State Department said Tsai s transits through U.S. soil would be  private and unofficial  and were based on long-standing U.S. practice consistent with  our unofficial relations with Taiwan .  It noted there was  no change to the U.S. one-China policy  which recognizes that Beijing takes the view that there is only one China, and Taiwan is part of it.    Tsai, accompanied by her entourage and members of the media, left on a short boat ride for the USS Arizona Memorial, which is built over the remains of the battleship sunk in Pearl Harbor in the Second World War, on Saturday afternoon. The memorial, where Tsai was expected to lay a wreath, now forms a centerpiece of the World War Two Valor in the Pacific National Monument, a site administered by the National Park Service.  U.S. President Donald Trump is due to visit China in less than two weeks. He angered Beijing last December by taking a telephone call from Tsai shortly after he won the presidential election. The trip to the United States is Tsai s second this year. In January she stopped over in Houston and San Francisco on her way to and from Latin America, visiting the headquarters of Twitter, which is blocked in China. China has claimed sovereignty over Taiwan since 1949, when  Mao Zedong s Communist forces won the Chinese civil war and Chiang Kai-shek s Nationalists fled to the island. ",worldnews,"October 29, 2017 "
"North Korean soldier, shot and wounded, defects to South","SEOUL (Reuters) - A North Korean soldier defected to the South on Monday after being shot and wounded by the North Korean military, South Korea said. The soldier was found on the south side of the border village of Panmunjom, about 50 meters south of the Military Demarcation Line, wounded in his shoulder and elbow, according to a South Korean defense ministry official. He defected from a North Korean guard post nearby and was being treated in hospital.  The defector was urgently transferred to hospital in a helicopter of the United Nations Command, and there was no exchange of fire with our side,  the ministry official told Reuters.   Since it was an area exposed to the North, we had to crawl toward there to get him out,  the official added. There was no immediate comment on the incident from North Korea. While on average more than 1,000 North Koreans defect to South Korea every year, most travel via China and it is unusual for a North Korean to cross the land border dividing the two Koreas, which have been in a technical state of war since their 1950-53 conflict ended in a truce, not a peace treaty. The last such crossing was in June. The South Korean ministry official said the soldier s condition and military rank remained to be verified. The defection comes amid tension between the two Koreas, and between the United States and the North.  North Korea has this year been boosting its nuclear and missile capacity with a series of tests as it faces off with U.S. President Donald Trump who has vowed to stop it from being able to hit the mainland United States with a nuclear weapon. North Korea conducted its sixth and most powerful nuclear bomb test on Sept. 3, but has not launched any missiles since firing one over Japan on Sept. 15, the longest such lull this year. ",worldnews,"November 13, 2017 "
Billionaire green donor launches U.S. millennial voter drive,"WASHINGTON (Reuters) - Billionaire environmental activist Tom Steyer’s super PAC launched a $25 million youth voter drive on Monday in seven political battleground states to help elect candidates that champion climate change policies in November’s general election.  Steyer’s NextGen Climate super PAC, a political group that raises funds to boost candidates with strong environmental platforms, said the campaign aims to boost turnout of millennials, who have become one of the largest potential voter groups. In the lead-up to the November general election, NextGen will deploy hundreds of organizers across over 200 colleges to register young voters and facilitate on-campus voting. “We are determined that they will be a difference maker,” Steyer told reporters on a conference call. The group is targeting seven battleground states where Steyer said millennial voters could “make up the difference in a tight race.” Those states are Pennsylvania, Iowa, Ohio, New Hampshire, Nevada, Illinois and Colorado. Steyer has been the second largest individual political donor in 2016, having spent $13 million so far this year, according to OpenSecrets.org. NextGen said the number of registered millennials has nearly tripled since 2008 from 17.2 million to 50.3 million, making the demographic a key political force in 2016.  Climate change and clean energy is an area where there is widespread millennial interest.  NextGen cited a June 2015 poll that found that 73 percent of young voters want the United States to get 50 percent of its energy from renewable sources by 2030. The group has not yet announced which candidates it will endorse in the presidential or congressional races but said it has challenged all candidates to say how they would achieve a goal of hitting a 50 percent clean energy target by 2030. He said the air and water impacts of fracking, a controversial drilling technique that has been responsible for a boom in U.S. oil and natural gas production over the past decade, shows the U.S. needs to make a faster transition away from fossil fuels. Steyer said NextGen will spend around $25 million on the months-long campaign and will launch several other initiatives later in the election cycle.  Steyer’s PAC in 2014 aimed to make climate change into a wedge issue in the 2014 midterm elections, spending over $70 million with mixed results.  But with millennial voters turning out in record numbers in the 2016 primaries, Steyer sees a formula for success. “We need to make sure to carry on that momentum until November,” he said. ",politicsNews,"April 25, 2016 "
New Zealand PM says ban on foreign home buyers to start early 2018,"WELLINGTON (Reuters) - New Zealand Prime Minister Jacinda Ardern said on Tuesday a ban on foreigners buying existing homes would begin in early 2018, but the restrictions would not apply to Australians. Ardern campaigned in the recent New Zealand election to restrict foreign buyers to reduce demand, while the country tackles what her Labour party says is a housing crisis left unresolved by the previous National administration.  We are determined to make it easier for Kiwis to buy their first home so we are stopping foreign speculators buying houses and driving up prices. Kiwis should not be outbid like this,  said Ardern in an emailed statement, using the colloquial term for New Zealanders. The politically sensitive housing crunch has seen prices rise more than 50 percent nationally in the last decade. In the city of Auckland, prices have almost doubled in that period. The central bank sees fast-rising prices as a major economic risk. The ban would not apply to Australians, Ardern said, given New Zealanders are exempt from home ownership restrictions in  neighboring Australia, where many New Zealanders live. Ardern told reporters that legislation would be introduced in parliament by Dec. 25. The restrictions were being fast-tracked so that Labour would not have to renegotiate foreign investment provisions in the Trans Pacific Partnership (TPP) deal, after a long series of talks to revive the agreement since the United States pulled out in January.  The TPP currently requires its 11 member states to give foreign investors equal treatment to locals unless there are specific exemptions. New Zealand had no such grounds for an outright ban on overseas investment in housing, but its Overseas Investment Act is exempted from the trade deal.  By adding housing to that legislation, Labour will be able to go ahead with the ban without having to request any changes to the TPP when ministers meet on the sidelines of Asia-Pacific Economic Cooperation meeting in Vietnam next week to finalize the agreement. Ardern said that New Zealand would instead focus on renegotiating rules allowing investors to sue member countries included in the TPP, though she acknowledged it would be difficult to get large changes so late in negotiations. Some government figures show the number of home sales including foreigners is only around 3 percent, though Labour has criticized that data and says it excludes many types of owners, including those who purchase property through trusts.   It is very important that we preserve these rights for New Zealand,  Trade Minister David Parker told reporters. ",worldnews,"October 31, 2017 "
Leader of China's $9 billion Ezubao online scam gets life; 26 jailed,"BEIJING (Reuters) - A Beijing court on Tuesday sentenced the architect of the $9 billion Ezubao online financial scam to life imprisonment, and handed down jail time to 26 others, marking the close to one of the biggest Ponzi schemes in modern Chinese history. The ruling comes at a time when the government is stepping up efforts to crack down on risky and illicit behavior in the country s financial sector, including the unruly peer-to-peer industry that continues to attract high volumes. Beijing First Intermediate People s Court sentenced Ding Ning - chairman of Anhui Yucheng Holdings Group that launched Ezubao in 2014 - to life in prison and fined him 100 million yuan ($15.29 million) for crimes including illegal fundraising, illegal gun possession and smuggling precious metals. Ding Dian, the chairman s brother, was also sentenced to life, while Zhang Min, Yucheng s president, and 24 others were sentenced to imprisonment for 3 to 15 years, according to an article on the Beijing Courts social media account. Ezubao, once China s biggest P2P lending platform, folded last year after it turned out to be a Ponzi scheme that collected 59.8 billion yuan ($9.14 billion) from more than 900,000 investors through savvy marketing. By the time police made arrests in early 2016, the company had failed to repay 38 billion yuan. The incident sparked a crackdown on the freewheeling online financial services market and led to new regulations to control China s P2P industry - where monthly volumes are above $50 billion, statistics published by industry portal P2P001 show. Ezubao s excesses also became a cautionary tale following its collapse. Ding collected a monthly salary of 1 million yuan, and admitted on state television to spending an estimated 1.5 billion yuan in Ezubao funds on himself.  We fabricated projects to raise money,  Ding said, according to a Xinhua report published last year, and then used fabricated project companies to re-circulate cash back into accounts linked to his companies. Ding also asked dozens of his secretaries to dress only in Chanel, Gucci and other luxury branded clothing to make the company appear highly successful.  He told Zhang, the group president, to buy up everything from every Louis Vuitton and Herm s store in China.  (reut.rs/2xsfaHH) ",worldnews,"September 12, 2017 "
U.S. insurer lobby group seeks delay in 2018 Obamacare deadline,"NEW YORK (Reuters) - The largest lobbying group for health insurers has asked U.S. lawmakers weighing the fate of Obamacare to push back the due date for 2018 individual insurance submissions to regulators in hopes of obtaining greater clarity on the program’s future later on.  Republican leaders including President-elect Donald Trump and U.S. Senate Majority Leader Mitch McConnell have said they are keen to repeal President Barack Obama’s signature health insurance program, the Affordable Care Act, which provides coverage to millions of Americans. The process of repealing and replacing Obamacare could take two to three years, however, according to some senators. How much of the law will change and when is still unclear. Trump has said some aspects of the program are good, such as allowing young adults to stay insured with their parents until age 26.  The trade association America’s Health Insurance Plans, or AHIP, has been speaking with senators for the past few weeks, spokeswoman Kristine Grow said on Tuesday. She provided a list of issues under discussion, which touch on the individual exchanges, Medicare and Medicaid. Insurers backed the idea of high-risk pools, saying they can mitigate the risk of adverse selection and deliver effective coverage. Both Trump and his choice to head the U.S. Department of Health and Human Services, Tom Price, advocate for use of the pools to insure the very sick. Two of AHIP’s largest members are Anthem Inc and Cigna Corp, both of which plan to sell Obamacare plans in 2017.   Insurers also asked for funding through Jan. 1, 2019, for cost-sharing programs and making the 2016 reinsurance payments to insurers who qualify for them as planned. And they asked for  elimination of two health insurance taxes, which they said would help slow premium growth. They suggested extending the deadline to file health exchange plans by a few months until the summer of 2017, when there will be less uncertainty and more insurers are likely to submit bids. Insurers are asking senators for limited changes to the Medicaid program during the transition period, and to ensure a transition period for states that have expanded Medicaid, the program for the poor jointly funded by the federal government and states. Republicans are considering changing its funding to block grants, which could cut the total amount. On Medicare, the insurers are seeking changes as soon as February, when the government will propose target rates for 2018 Medicare Advantage plans. ",politicsNews,"December 6, 2016 "
Pennsylvania attorney general resigns following perjury conviction,"(Reuters) - Pennsylvania Attorney General Kathleen Kane announced her resignation on Tuesday, one day after a jury convicted her of perjury and other crimes for leaking sealed grand jury material to a news reporter. “I have been honored to serve the people of Pennsylvania and I wish them health and safety in all their days,” Kane said in a statement. Her deputy, Bruce Castor, is scheduled to address the media later on Tuesday. ",politicsNews,"August 16, 2016 "
Seven Rohingya refugees drown as crossing to Bangladesh ends in grief,"COX S BAZAR, Bangladesh (Reuters) - Four Rohingya Muslims, a man, woman and two children, drowned when a small wooden fishing boat carrying dozens of refugees fleeing ethnic violence in Myanmar capsized off the Bangladesh coast on Tuesday, police said. Residents of the coastal strip south of the Bangladesh port of Cox s Bazar fished 37 survivors out of the water and 11 have been admitted to hospital in a critical condition, said police officer Mohammad Abul Khair of the area s Ukhiya police station. The boat had keeled over in choppy seas as rain fell. According to survivors they had paid 50,000 kyat ($37) to be taken to Bangladesh, having abandoned their homes in Buthidaung, in the strife-torn north of Myanmar s Rakhine State. In a separate incident at the southernmost tip of the Cox s Bazar district, three Rohingya infants drowned as they slipped from their mothers  clutches when the boat bringing them from Myanmar reached the Bangladesh shore, police official Main Uddin Khan of the region s Teknaf police station told Reuters. The babies, aged between three and 10 months, were lost in the waves pounding the beach. The bodies of two were found on Monday evening, and the third on Tuesday. More than 600,000 Rohingya have fled to neighbouring Bangladesh since the military in predominantly Buddhist Myanmar launched a counter-insurgency operation after attacks on security posts by Rohingya militants in late August. United Nations officials have described the Myanmar military s action as  ethnic cleansing , an accusation that Myanmar denies. Around 200 Rohingya refugees have drowned since late August, while making the perilous sea and river crossing to the safety of predominantly Muslim Bangladesh.  ",worldnews,"October 31, 2017 "
Bahrain calls pipeline blast 'terrorism' linked to Iran,"KHOBAR, Saudi Arabia (Reuters) - Bahrain said an explosion which caused a fire at its main oil pipeline on Friday was caused by  terrorist  sabotage, linking the unprecedented attack to its arch-foe Iran, which denies any role in the Gulf island kingdom s unrest. A key Western ally and host to the U.S. Fifth Fleet, Sunni Muslim-ruled Bahrain has for years grappled with protests and sporadic violence coming from its Shi ite majority.  The incident was an act of sabotage and a dangerous act of terrorism aimed at harming the higher interests of the nation and the safety of the people,  the interior ministry said on its website.  Terrorist acts witnessed by the country in the recent period are carried out through direct contacts and instructions from Iran,  the statement quoted Interior Minister Sheikh Rashid bin Abdullah al-Khalifa as saying. In Tehran, Foreign Ministry spokesman Bahram Qassemi rejected the allegations as  false talk and childish accusations , the ministry said on its website.  Bahraini authorities said they had brought under control the fire at the oil pipeline. State-run Bahrain Petroleum Company (Bapco) closed the flow of oil to the stricken pipeline, the civil defence said in a statement earlier on Saturday. Residents close to the incident near Buri village, some 15 kilometres (10 miles) from the capital Manama, were being evacuated to a safe shelter, the statement added.   Saudi Arabia s energy ministry said pumping to Bahrain had been suspended and the kingdom was stepping up security precautions at its own facilities.  The attack on the pipeline ... was followed by the suspension of the pumping of oil to the State of Bahrain,  the Saudi Ministry of Energy, Industry and Mineral Resources said.  The Ministry of Energy also confirmed that it has increased its security precautions at all its facilities, and that all these facilities enjoy the highest levels of protection and safety,  it added in a statement. After authorities quashed Shi ite-led  Arab Spring  protests in 2011, militants have launched deadly bombing and shooting attacks against security forces that Manama blames on Tehran. Iran denies any role in Bahrain s unrest. Bahrain relies on the Abu Safa oilfield for the majority of its oil. It shares the field with Saudi Arabia. Oil to Bahrain is transported via the 55 km A-B pipeline which has a capacity of 230,000 barrels per day (bpd). A new 350,000-bpd oil pipeline between the two countries will be completed next year and will serve the planned expansion of Bahrain s refinery capacity. Arabian Light crude oil will flow from Saudi Aramco s Abqaiq plant via the 115-km new pipeline, 73 km of which will run overland and the rest under the Gulf. ",worldnews,"November 11, 2017 "
U.S sanctions North Koreans for 'flagrant' rights abuse,"WASHINGTON (Reuters) - The United States on Thursday imposed sanctions on seven North Korean individuals and three entities for  flagrant  human rights abuses, including killings, torture, forced labor and the hunting down of asylum seekers abroad.  Today s sanctions target the North Korean military and regime officials,  U.S. Treasury Secretary Steven Mnuchin said in a statement.  We also are targeting North Korean financial facilitators who attempt to keep the regime afloat with foreign currency earned through forced labor operations.  Among those sanctioned were the director and the deputy director of the Military Security Command, the first vice minister of the Ministry of People s Security and the labor minister. North Korea s consul general in Shenyang, China, and a diplomat at its embassy in Vietnam were also sanctioned.  We are especially concerned with the North Korean military, which operates as secret police, punishing all forms of dissent,  the statement said.  Further, the military operates outside of North Korea to hunt down asylum seekers, and brutally detains and forcibly returns North Korean citizens.  The Treasury statement charged that Ku Sung Sop, the consul general in Shenyang, and Kim Min Chol, the diplomat in Vietnam, had participated in the forced repatriation of North Korean asylum seekers.  Scott Busby, the U.S. deputy assistant secretary of state for democracy, human rights and labor, told a news briefing that Ku s case had been raised with China. He said it was up to China how to react, but the range of possibilities included expelling him from the country. Speaking in Beijing, Chinese Foreign Ministry spokesman Geng Shuang said China does not approve of countries using their own domestic law to enact unilateral sanctions outside of the United Nations framework.  We will maintain normal exchanges and cooperation with North Korea on the basis of complying with U.N. resolutions,  he told a daily news briefing, without elaborating. Busby said North Korean government violations included extrajudicial killings, torture, rape and forced abortions and the aim of the sanctions was to send a message, especially to prison camp managers and mid-level officials, that individuals would be held accountable. The U.S. administration has sought to restrict the income North Korea receives from its export of labor as part of efforts to choke off funds helping to finance the country s nuclear and missile programs, which Pyongyang says are aimed at developing weapons capable of hitting the United States. North Korea routinely denies widespread allegations of rights abuses. The Treasury statement said the Ch olhyo n Overseas Construction Company, which was sanctioned along with the Military Security Command and the External Construction Bureau, had operated in Algeria and was reported to earn foreign currency for North Korea.  Employees of Ch olhyo n are kept in slave-like conditions, including having salaries and passports withheld by (North Korean) security officials assigned as site supervisors, meager food rations, poor living conditions, and severe restrictions on their freedom of movement,  the Treasury statement said. It said the External Construction Bureau had operated in Kuwait, Oman, Qatar, and the United Arab Emirates. ",worldnews,"October 26, 2017 "
Germany's Greens want power plants shut as price of coalition,"BERLIN (Reuters) - Germany s Greens said on Monday that closing the country s 20 dirtiest coal-fired power stations would be a key condition of any coalition with Chancellor Angela Merkel s conservatives after this month s election. Greens co-leader Cem Ozdemir said he wanted to anchor the fight against climate change as the core  philosophy  of the next government, particularly given the backdrop of recent severe weather - from flooding in Germany to drought in southern Europe.  It is almost as if nature is trying to speak to us,  Ozdemir told journalists on a solar-powered boat anchored in Berlin, which the Greens planned to sail past Merkel s office later in the day. Polls show Merkel s conservatives are likely to win the  Sept. 24 election with around 38 percent of the vote but will need a coalition partner to govern, with options including a  Jamaica coalition  of the conservatives, the Greens and the liberal FDP. The Greens, however, have raised doubts about the viability of such an alliance, as they would be reluctant to work with the FDP. Ozdemir highlighted the gulf between these two parties, noting that a leading member of the FDP had branded links between recent extreme weather events and climate change as  fake news .   We will talk to everybody but not about everything,  Ozdemir said of potential coalition negotiations. Support for the Greens is on 8 percent in the latest polls  but a Forsa survey showed half of Germans would welcome the Greens being part of the new government. A study last week showed that Germany is set to miss its goal to cut carbon dioxide (CO2) emissions by a far wider margin than previously thought.  Instead of being world champions in climate protection, we are world champions in lignite coal,  Ozdemir said, noting that Germany s CO2 emissions have been rising for eight years. Once dubbed the  climate chancellor  for pushing other wealthy nations to address climate change, Merkel has come under fire for not moving Germany fast enough to cut its reliance on fossil fuels as it phases out nuclear power.  Merkel has suggested that Germany should eventually consider phasing out lignate coal power plants to help it cut CO2 emissions, but she is treading carefully as the move could hit tens of thousands of jobs. Ozdemir said the Greens would demand that any government it joins must allot 1 billion euros ($1.2 bln) a year to improve public transport and cycle paths, and should push for improved CO2 emissions trading at a European level.  ($1 = 0.8335 euros) ",worldnews,"September 11, 2017 "
"Air strike reported near Somalia's capital, official says Shabaab targeted","MOGADISHU (Reuters) - An air strike hit a village south of Somalia s capital Mogadishu on Wednesday and a local official said the attack targeted Islamist al Shabaab militants fighting to topple the country s central government. It was not immediately clear who had carried out the air strike but the United States frequently conducts such attacks  to bolster Somalia s army in its fight against al Shabaab.  A local government official told Reuters the strike occurred in Ilimey village, about 130 km (80 miles) southwest of Mogadishu. The area is mostly controlled by al Shabaab. The target, he said, was a car used by the militants to transport supplies to a squad preparing bombs.   The strike hit the car ... but we do not know details of casualties,  Ali Nur, deputy governor of Somalia s lower Shabelle region told Reuters. But Mohamed Abu Usama, al Shabaab s governor for the same region, denied that al Shabaab personnel had been attacked and instead said the strike had killed civilians.   The strike hit a makeshift tea shop and thus killed 7 civilians and injured three others,  he said. Somalia has been trapped in chaos and lawlessness since 1991 when dictator Siad Barre was toppled. Al Shabaab wants to topple the Western-backed central government and establish its own rule based on its strict interpretation of Islam s sharia law.   An African Union peace keeping force AMISOM pushed the group from Mogadishu and other former strongholds.  But the Islamists remain a formidable force, carrying out frequent bombings and other assaults on AMISOM, Somali army and civilian targets.  In October over 500 people died in one of Somalia s deadliest bombings when a truck bomb exploded outside a busy hotel at Mogadishu s K5 intersection lined with government offices, restaurants and kiosks. A second blast struck Medina district two hours later. ",worldnews,"December 6, 2017 "
"Chechen leader, amid reshuffles, says ready to die for Putin","MOSCOW (Reuters) - Ramzan Kadyrov, head of Russia s Chechnya, said he was ready to die for Vladimir Putin and stand down, if ordered, ahead of a federal presidential election next year which has triggered personnel reshuffles that have put some politicians on edge. Kadyrov, 41, spoke during an interview broadcast on state TV late on Sunday that showcased what the unpredictable former warlord regards as his main achievements and, to a stirring soundtrack, showed him boxing, riding a horse, and giving his views on everything from polygamy to gay marriage. His comments looked like a tactic, one he has used before, to secure the Kremlin s public approval, something he didn t have to wait long for.  Kadyrov has repeatedly said that he is, speaking figuratively, quite a consistent and committed member of Putin s circle of adherents and intends to continue working where and how the president of the country orders him,  Dmitry Peskov, a Kremlin spokesman, told reporters on Monday.  He didn t say anything different and that s what we re going on. Ramzan continues to remain the current head of the republic.  Who rules the majority Muslim region is important for the Kremlin as Chechnya fought two wars against Moscow after the 1991 Soviet collapse, but now, in return for generous subsidies and a wide degree of autonomy, pledges absolute loyalty. Kadyrov, who has ruled Chechnya for the past decade during which rights groups have accused him of abuses, is seen by Moscow as the guarantor of that pact and was groomed by the Kremlin for his role after his father s 2004 murder.       His comments about possibly quitting came when asked by his state TV interviewer what he made of the prospect of having to leave office  at some point.   Kadyrov said it was  his dream  to one day step down from what he described as a very difficult job. He said that, if asked, he could propose several candidates to take over.  Once there was a need for people like me to fight, to put things in order. Now we have order and prosperity ... and the time has come for changes,  said Kadyrov.   Kadyrov, who calls himself  Putin s foot soldier,  has made similar statements before which have come to nothing.  Nor is his position under threat. He was re-elected last year for a five-year term after Putin gave his personal blessing for him to carry in on the job, while warning him that Russian law must be strictly enforced in Chechnya. Kadyrov s statement, like those before it, looked instead like a symbolic show of loyalty to curry favor with Putin who the Chechen leader said in the same interview he saw  rarely  and only when summoned.  Putin, 65, is widely expected to run for a fourth term and has started clearing out the old Russian political elite to bring in younger people, a process that has seen some regional leaders pressured to stand down. That has caused unease in some political circles and Kadyrov has found himself in the headlines in the West this year after rights groups accused him of presiding over a campaign of torture and murder of gay men. Kadyrov, in the same interview, said the allegations had been  made up  by rights group to attract funding grants and that he and his forces could not have persecuted gay men in Chechnya because there weren t any. He described Putin as his idol.  I am ready to die for him, to fulfill any order,  he said. ",worldnews,"November 27, 2017 "
Japan trade minister says will keep stressing importance of TPP to U.S.,"TOKYO (Reuters) - Japan will continue to stress the strategic and economic importance of the Trans-Pacific Partnership trade deal to the United States, trade minister Hiroshige Seko said on Tuesday. He said it would be important for the TPP to have the United States as a member. Seko also said that he would closely monitor the impact on Japanese corporations if there were any changes made to the North American Free Trade Agreement. ",politicsNews,"January 24, 2017 "
